,Bal,Brick,Dist,Floor,Kitsp,Livesp,Metrdist,New,Nfloors,Price,Rooms,Tel,Totsp,Walk,lat,lon
217,False,True,0.057014074797366136,3,14.0,35.6,5,False,8,10598345,1,False,61.5,True,55.77629399999999,37.672163
218,False,False,0.05693732794924593,3,10.0,61.5,5,False,6,10598345,2,False,61.5,True,55.775824,37.67228
219,True,False,0.026975566815176214,2,6.0,29.0,3,False,5,10600000,2,True,44.0,True,55.779423,37.627966
220,True,False,0.04233554210117192,5,6.0,26.0,5,False,5,10800000,2,True,42.0,True,55.728859,37.585538
221,True,False,0.037899288357436535,8,6.5,18.0,9,False,8,10800000,1,True,36.0,True,55.730112,37.590156
222,False,True,0.056594642511457724,1,12.0,30.4,5,False,5,10817568,1,False,51.3,True,55.775753,37.671938
223,False,True,0.056594642511457724,1,9.0,33.6,5,False,5,10817568,2,False,51.3,True,55.775753,37.671938
224,False,True,0.030384236192469518,2,25.0,150.0,10,False,12,190000000,4,True,219.0,True,55.765412,37.591772999999996
225,True,False,0.025681184649465214,7,15.0,100.0,15,True,7,72660000,3,False,121.0,True,55.740671999999996,37.641939
226,True,True,0.05938429389156793,5,10.0,60.0,10,False,8,24000000,3,True,78.2,True,55.717994,37.572369
227,False,True,0.056594642511457724,1,13.0,51.3,6,True,6,10817568,1,False,51.3,True,55.775753,37.671938
228,True,True,0.0303699354131635,4,11.0,28.0,5,False,16,10841600,2,True,48.0,True,55.774305000000005,37.642132000000004
229,False,True,0.057247645934129836,6,9.0,24.6,5,False,8,10900000,1,True,40.0,True,55.774958,37.672971000000004
230,False,False,0.057247645934129836,6,8.0,32.1,5,True,9,10900000,1,False,39.2,True,55.774958,37.672971000000004
231,True,True,0.037899288357436535,8,8.0,19.0,9,False,8,10900000,1,True,36.0,True,55.730112,37.590156
232,False,True,0.032169270756421016,2,22.0,19.0,9,False,12,10900000,1,True,45.0,True,55.726239,37.636554
233,False,True,0.032169270756421016,2,22.0,19.0,5,False,12,10900000,2,False,45.0,True,55.726239,37.636554
234,True,True,0.06263070609533793,6,9.5,19.4,5,False,14,10900000,1,True,35.0,True,55.726198,37.563548
235,True,False,0.025814734435974502,3,6.0,19.0,10,False,10,10900000,1,True,34.0,True,55.755976000000004,37.645528000000006
236,False,True,0.048982741144200766,3,9.0,36.0,7,False,7,10900000,2,True,56.0,True,55.753296,37.668794
237,True,True,0.061107100013012026,3,8.0,20.0,1,False,17,10900000,1,True,40.0,True,55.765463000000004,37.559847
238,True,False,0.040646484841862125,1,9.0,17.0,10,False,9,10950000,1,True,37.0,True,55.768502000000005,37.581953999999996
239,True,True,0.035999071613028545,7,7.0,28.3,7,False,12,10950000,2,True,44.0,True,55.78526,37.637147
240,False,False,0.057014074797366136,1,9.0,56.4,5,False,6,10958128,2,False,56.4,True,55.77629399999999,37.672163
241,True,True,0.041642632781805064,9,9.0,29.1,8,False,9,10987111,2,True,50.0,True,55.783756999999994,37.590982000000004
242,True,True,0.041642632781805064,9,7.1,32.0,8,False,9,10987000,2,True,48.4,True,55.783756999999994,37.590982000000004
243,True,False,0.059730718939252324,4,6.0,25.2,5,False,5,10999000,2,True,40.0,True,55.726380000000006,37.566701
244,False,False,0.057351865331477875,6,6.0,30.0,5,False,8,11000000,2,True,43.0,True,55.730568000000005,37.672289
245,True,False,0.055897428527615575,3,9.0,20.0,10,False,7,11000000,1,True,37.0,True,55.777039,37.670609000000006
